Precursor	logFC	mean_cancer	mean_normal	ttest_pvalue	BH.adjusted_pvalues	Precursor.ID	miRNA.ID	miRNA.name
hsa-mir-3650	0.1	0.14	0.03	NA	NA	MI0016050	MIMAT0018070	hsa-miR-3650
hsa-mir-3657	0.03	0.05	0.01	NA	NA	MI0016057	MIMAT0018077	hsa-miR-3657
hsa-mir-3658	0.03	0.05	0.01	NA	NA	MI0016058	MIMAT0018078	hsa-miR-3658
hsa-mir-3659	0.05	0.06	0.01	NA	NA	MI0016060	MIMAT0018080	hsa-miR-3659
hsa-mir-3660	0.03	0.03	0	NA	NA	MI0016061	MIMAT0018081	hsa-miR-3660
hsa-mir-3661	-0.01	0.06	0.07	NA	NA	MI0016062	MIMAT0018082	hsa-miR-3661
hsa-mir-3663	0.02	0.02	0	NA	NA	MI0016064	MIMAT0018084	hsa-miR-3663-5p
hsa-mir-3663	0.02	0.02	0	NA	NA	MI0016064	MIMAT0018085	hsa-miR-3663-3p
hsa-mir-3665	0	0	0	NA	NA	MI0016066	MIMAT0018087	hsa-miR-3665
hsa-mir-3666	0	0	0	NA	NA	MI0016067	MIMAT0018088	hsa-miR-3666
hsa-mir-3668	0	0	0	NA	NA	MI0016069	MIMAT0018091	hsa-miR-3668
hsa-mir-367	0	0	0	NA	NA	MI0000775	MIMAT0004686	hsa-miR-367-5p
hsa-mir-367	0	0	0	NA	NA	MI0000775	MIMAT0000719	hsa-miR-367-3p
hsa-mir-3671	0	0	0	NA	NA	MI0016072	MIMAT0018094	hsa-miR-3671
hsa-mir-3672	0	0	0	NA	NA	MI0016073	MIMAT0018095	hsa-miR-3672
hsa-mir-3674	0	0	0	NA	NA	MI0016075	MIMAT0018097	hsa-miR-3674
hsa-mir-3675	0.02	0.03	0.01	NA	NA	MI0016076	MIMAT0018099	hsa-miR-3675-3p
hsa-mir-3675	0.02	0.03	0.01	NA	NA	MI0016076	MIMAT0018098	hsa-miR-3675-5p
hsa-mir-3679	0.19	0.28	0.09	NA	NA	MI0016080	MIMAT0018105	hsa-miR-3679-3p
hsa-mir-3679	0.19	0.28	0.09	NA	NA	MI0016080	MIMAT0018104	hsa-miR-3679-5p
hsa-mir-3681	0.09	0.17	0.08	NA	NA	MI0016082	MIMAT0018109	hsa-miR-3681-3p
hsa-mir-3681	0.09	0.17	0.08	NA	NA	MI0016082	MIMAT0018108	hsa-miR-3681-5p
hsa-mir-3683	-0.03	0.01	0.03	NA	NA	MI0016084	MIMAT0018111	hsa-miR-3683
hsa-mir-3685	0.01	0.02	0.01	NA	NA	MI0016086	MIMAT0018113	hsa-miR-3685
hsa-mir-3686	0	0	0	NA	NA	MI0016087	MIMAT0018114	hsa-miR-3686
hsa-mir-3689a	0	0	0	NA	NA	MI0016090	MIMAT0018117	hsa-miR-3689a-5p
hsa-mir-3689a	0	0	0	NA	NA	MI0016090	MIMAT0018118	hsa-miR-3689a-3p
hsa-mir-3689b	0	0	0	NA	NA	MI0016411	MIMAT0018180	hsa-miR-3689b-5p
hsa-mir-3689b	0	0	0	NA	NA	MI0016411	MIMAT0018181	hsa-miR-3689b-3p
hsa-mir-3692	-0.01	0.07	0.08	NA	NA	MI0016093	MIMAT0018122	hsa-miR-3692-3p
hsa-mir-3692	-0.01	0.07	0.08	NA	NA	MI0016093	MIMAT0018121	hsa-miR-3692-5p
hsa-mir-3714	0	0	0	NA	NA	MI0016135	MIMAT0018165	hsa-miR-3714
hsa-mir-373	-0.07	0.22	0.28	NA	NA	MI0000781	MIMAT0000726	hsa-miR-373-3p
hsa-mir-373	-0.07	0.22	0.28	NA	NA	MI0000781	MIMAT0000725	hsa-miR-373-5p
hsa-mir-378b	-0.07	0.07	0.14	NA	NA	MI0014154	MIMAT0014999	hsa-miR-378b
hsa-mir-384	0	0	0	NA	NA	MI0001145	MIMAT0001075	hsa-miR-384
hsa-mir-3907	0.02	0.02	0	NA	NA	MI0016410	MIMAT0018179	hsa-miR-3907
hsa-mir-3908	0	0	0	NA	NA	MI0016412	MIMAT0018182	hsa-miR-3908
hsa-mir-3914-1	-0.08	0.07	0.15	NA	NA	MI0016419	MIMAT0018188	hsa-miR-3914
hsa-mir-3915	-0.04	0.01	0.05	NA	NA	MI0016420	MIMAT0018189	hsa-miR-3915
hsa-mir-3916	0.05	0.06	0.01	NA	NA	MI0016422	MIMAT0018190	hsa-miR-3916
hsa-mir-3918	0.05	0.1	0.06	NA	NA	MI0016424	MIMAT0018192	hsa-miR-3918
hsa-mir-3919	0.12	0.41	0.29	NA	NA	MI0016425	MIMAT0018193	hsa-miR-3919
hsa-mir-3921	0.03	0.04	0.01	NA	NA	MI0016428	MIMAT0018196	hsa-miR-3921
hsa-mir-3923	-0.08	0.2	0.28	NA	NA	MI0016430	MIMAT0018198	hsa-miR-3923
hsa-mir-3924	0	0	0	NA	NA	MI0016432	MIMAT0018199	hsa-miR-3924
hsa-mir-3925	0.05	0.06	0.01	NA	NA	MI0016433	MIMAT0018200	hsa-miR-3925-5p
hsa-mir-3925	0.05	0.06	0.01	NA	NA	MI0016433	MIMAT0019228	hsa-miR-3925-3p
hsa-mir-3927	0.16	0.17	0.01	NA	NA	MI0016435	MIMAT0018202	hsa-miR-3927-3p
hsa-mir-3927	0.16	0.17	0.01	NA	NA	MI0016435	MIMAT0022970	hsa-miR-3927-5p
hsa-mir-3929	0.1	0.1	0	NA	NA	MI0016439	MIMAT0018206	hsa-miR-3929
hsa-mir-3935	0.01	0.02	0.01	NA	NA	MI0016591	MIMAT0018350	hsa-miR-3935
hsa-mir-3936	0.17	0.28	0.1	NA	NA	MI0016592	MIMAT0018351	hsa-miR-3936
hsa-mir-3937	-0.04	0.03	0.07	NA	NA	MI0016593	MIMAT0018352	hsa-miR-3937
hsa-mir-3938	0.03	0.03	0	NA	NA	MI0016594	MIMAT0018353	hsa-miR-3938
hsa-mir-3939	0.15	0.21	0.06	NA	NA	MI0016596	MIMAT0018355	hsa-miR-3939
hsa-mir-3943	0.05	0.1	0.05	NA	NA	MI0016600	MIMAT0018359	hsa-miR-3943
hsa-mir-3945	0	0.11	0.11	NA	NA	MI0016602	MIMAT0018361	hsa-miR-3945
hsa-mir-422a	-0.01	0.01	0.02	NA	NA	MI0001444	MIMAT0001339	hsa-miR-422a
hsa-mir-4251	0	0	0	NA	NA	MI0015861	MIMAT0016883	hsa-miR-4251
hsa-mir-4252	0	0	0	NA	NA	MI0015864	MIMAT0016886	hsa-miR-4252
hsa-mir-4253	0	0	0	NA	NA	MI0015860	MIMAT0016882	hsa-miR-4253
hsa-mir-4254	0.08	0.16	0.08	NA	NA	MI0015862	MIMAT0016884	hsa-miR-4254
hsa-mir-4255	0	0	0	NA	NA	MI0015863	MIMAT0016885	hsa-miR-4255
hsa-mir-4256	0	0	0	NA	NA	MI0015855	MIMAT0016877	hsa-miR-4256
hsa-mir-4257	0	0	0	NA	NA	MI0015856	MIMAT0016878	hsa-miR-4257
hsa-mir-4258	0.01	0.01	0	NA	NA	MI0015857	MIMAT0016879	hsa-miR-4258
hsa-mir-4259	0.01	0.01	0	NA	NA	MI0015858	MIMAT0016880	hsa-miR-4259
hsa-mir-4260	0	0	0	NA	NA	MI0015859	MIMAT0016881	hsa-miR-4260
hsa-mir-4261	0	0	0	NA	NA	MI0015868	MIMAT0016890	hsa-miR-4261
hsa-mir-4262	0	0	0	NA	NA	MI0015872	MIMAT0016894	hsa-miR-4262
hsa-mir-4263	0	0	0	NA	NA	MI0015876	MIMAT0016898	hsa-miR-4263
hsa-mir-4264	0	0	0	NA	NA	MI0015877	MIMAT0016899	hsa-miR-4264
hsa-mir-4265	0	0	0	NA	NA	MI0015869	MIMAT0016891	hsa-miR-4265
hsa-mir-4266	0	0	0	NA	NA	MI0015870	MIMAT0016892	hsa-miR-4266
hsa-mir-4267	0	0	0	NA	NA	MI0015871	MIMAT0016893	hsa-miR-4267
hsa-mir-4268	0	0	0	NA	NA	MI0015874	MIMAT0016896	hsa-miR-4268
hsa-mir-4269	0	0	0	NA	NA	MI0015875	MIMAT0016897	hsa-miR-4269
hsa-mir-4270	0	0	0	NA	NA	MI0015878	MIMAT0016900	hsa-miR-4270
hsa-mir-4271	0	0	0	NA	NA	MI0015879	MIMAT0016901	hsa-miR-4271
hsa-mir-4272	0	0	0	NA	NA	MI0015880	MIMAT0016902	hsa-miR-4272
hsa-mir-4273	0	0	0	NA	NA	MI0015881	MIMAT0016903	hsa-miR-4273
hsa-mir-4274	0	0	0	NA	NA	MI0015884	MIMAT0016906	hsa-miR-4274
hsa-mir-4275	0	0	0	NA	NA	MI0015883	MIMAT0016905	hsa-miR-4275
hsa-mir-4276	0	0	0	NA	NA	MI0015882	MIMAT0016904	hsa-miR-4276
hsa-mir-4277	0	0	0	NA	NA	MI0015886	MIMAT0016908	hsa-miR-4277
hsa-mir-4278	0	0	0	NA	NA	MI0015888	MIMAT0016910	hsa-miR-4278
hsa-mir-4279	0	0	0	NA	NA	MI0015887	MIMAT0016909	hsa-miR-4279
hsa-mir-4280	0	0	0	NA	NA	MI0015889	MIMAT0016911	hsa-miR-4280
hsa-mir-4281	0	0	0	NA	NA	MI0015885	MIMAT0016907	hsa-miR-4281
hsa-mir-4282	0	0	0	NA	NA	MI0015890	MIMAT0016912	hsa-miR-4282
hsa-mir-4283-1	0	0	0	NA	NA	MI0015892	MIMAT0016914	hsa-miR-4283
hsa-mir-4284	0.02	0.03	0.01	NA	NA	MI0015893	MIMAT0016915	hsa-miR-4284
hsa-mir-4285	0	0	0	NA	NA	MI0015891	MIMAT0016913	hsa-miR-4285
hsa-mir-4287	0	0	0	NA	NA	MI0015895	MIMAT0016917	hsa-miR-4287
hsa-mir-4288	0	0	0	NA	NA	MI0015896	MIMAT0016918	hsa-miR-4288
hsa-mir-4289	0	0	0	NA	NA	MI0015898	MIMAT0016920	hsa-miR-4289
hsa-mir-4290	0	0	0	NA	NA	MI0015899	MIMAT0016921	hsa-miR-4290
hsa-mir-4291	0	0	0	NA	NA	MI0015900	MIMAT0016922	hsa-miR-4291
hsa-mir-4292	0	0	0	NA	NA	MI0015897	MIMAT0016919	hsa-miR-4292
hsa-mir-4293	0	0	0	NA	NA	MI0015826	MIMAT0016848	hsa-miR-4293
hsa-mir-4294	0	0	0	NA	NA	MI0015827	MIMAT0016849	hsa-miR-4294
hsa-mir-4295	0	0	0	NA	NA	MI0015822	MIMAT0016844	hsa-miR-4295
hsa-mir-4296	0	0	0	NA	NA	MI0015823	MIMAT0016845	hsa-miR-4296
hsa-mir-4297	0	0	0	NA	NA	MI0015824	MIMAT0016846	hsa-miR-4297
hsa-mir-4298	0	0	0	NA	NA	MI0015830	MIMAT0016852	hsa-miR-4298
hsa-mir-4299	0	0	0	NA	NA	MI0015829	MIMAT0016851	hsa-miR-4299
hsa-mir-4300	0	0	0	NA	NA	MI0015831	MIMAT0016853	hsa-miR-4300
hsa-mir-4301	0	0	0	NA	NA	MI0015828	MIMAT0016850	hsa-miR-4301
hsa-mir-4302	0	0	0	NA	NA	MI0015833	MIMAT0016855	hsa-miR-4302
hsa-mir-4303	0	0	0	NA	NA	MI0015834	MIMAT0016856	hsa-miR-4303
hsa-mir-4304	0	0	0	NA	NA	MI0015832	MIMAT0016854	hsa-miR-4304
hsa-mir-4305	0	0	0	NA	NA	MI0015835	MIMAT0016857	hsa-miR-4305
hsa-mir-4306	0.14	0.21	0.07	NA	NA	MI0015836	MIMAT0016858	hsa-miR-4306
hsa-mir-4307	0	0	0	NA	NA	MI0015838	MIMAT0016860	hsa-miR-4307
hsa-mir-4308	0	0	0	NA	NA	MI0015839	MIMAT0016861	hsa-miR-4308
hsa-mir-4309	0	0	0	NA	NA	MI0015837	MIMAT0016859	hsa-miR-4309
hsa-mir-4310	0.01	0.02	0.01	NA	NA	MI0015840	MIMAT0016862	hsa-miR-4310
hsa-mir-4311	0	0	0	NA	NA	MI0015841	MIMAT0016863	hsa-miR-4311
hsa-mir-4312	0	0	0	NA	NA	MI0015842	MIMAT0016864	hsa-miR-4312
hsa-mir-4313	0	0	0	NA	NA	MI0015843	MIMAT0016865	hsa-miR-4313
hsa-mir-4314	0	0	0	NA	NA	MI0015846	MIMAT0016868	hsa-miR-4314
hsa-mir-4315-1	0	0.01	0.01	NA	NA	MI0015844	MIMAT0016866	hsa-miR-4315
hsa-mir-4316	0	0	0	NA	NA	MI0015845	MIMAT0016867	hsa-miR-4316
hsa-mir-4317	0	0	0	NA	NA	MI0015850	MIMAT0016872	hsa-miR-4317
hsa-mir-4318	0	0	0	NA	NA	MI0015847	MIMAT0016869	hsa-miR-4318
hsa-mir-4319	0	0	0	NA	NA	MI0015848	MIMAT0016870	hsa-miR-4319
hsa-mir-4320	0.01	0.01	0	NA	NA	MI0015849	MIMAT0016871	hsa-miR-4320
hsa-mir-4321	0	0	0	NA	NA	MI0015852	MIMAT0016874	hsa-miR-4321
hsa-mir-4322	-0.01	0.01	0.02	NA	NA	MI0015851	MIMAT0016873	hsa-miR-4322
hsa-mir-4323	0	0	0	NA	NA	MI0015853	MIMAT0016875	hsa-miR-4323
hsa-mir-4324	0	0	0	NA	NA	MI0015854	MIMAT0016876	hsa-miR-4324
hsa-mir-4325	0	0	0	NA	NA	MI0015865	MIMAT0016887	hsa-miR-4325
hsa-mir-4327	0	0	0	NA	NA	MI0015867	MIMAT0016889	hsa-miR-4327
hsa-mir-4328	0	0	0	NA	NA	MI0015904	MIMAT0016926	hsa-miR-4328
hsa-mir-4329	0	0	0	NA	NA	MI0015901	MIMAT0016923	hsa-miR-4329
hsa-mir-4330	0	0	0	NA	NA	MI0015902	MIMAT0016924	hsa-miR-4330
hsa-mir-448	0.03	0.03	0	NA	NA	MI0001637	MIMAT0001532	hsa-miR-448
hsa-mir-466	0.19	0.29	0.1	NA	NA	MI0014157	MIMAT0015002	hsa-miR-466
hsa-mir-490	-0.02	0.19	0.21	NA	NA	MI0003125	MIMAT0004764	hsa-miR-490-5p
hsa-mir-490	-0.02	0.19	0.21	NA	NA	MI0003125	MIMAT0002806	hsa-miR-490-3p
hsa-mir-492	0.2	0.22	0.01	NA	NA	MI0003131	MIMAT0002812	hsa-miR-492
hsa-mir-498	0.01	0.1	0.09	NA	NA	MI0003142	MIMAT0002824	hsa-miR-498-5p
hsa-mir-498	0.01	0.1	0.09	NA	NA	MI0003142	MIMAT0037323	hsa-miR-498-3p
hsa-mir-507	0.11	0.13	0.01	NA	NA	MI0003194	MIMAT0002879	hsa-miR-507
hsa-mir-510	0.02	0.02	0	NA	NA	MI0003197	MIMAT0002882	hsa-miR-510-5p
hsa-mir-510	0.02	0.02	0	NA	NA	MI0003197	MIMAT0026613	hsa-miR-510-3p
hsa-mir-513a-1	0.04	0.05	0.01	NA	NA	MI0003191	MIMAT0004777	hsa-miR-513a-3p
hsa-mir-513a-1	0.04	0.05	0.01	NA	NA	MI0003191	MIMAT0002877	hsa-miR-513a-5p
hsa-mir-513b	0.06	0.07	0.01	NA	NA	MI0006648	MIMAT0005788	hsa-miR-513b-5p
hsa-mir-513b	0.06	0.07	0.01	NA	NA	MI0006648	MIMAT0026749	hsa-miR-513b-3p
hsa-mir-513c	0.11	0.22	0.11	NA	NA	MI0006649	MIMAT0022728	hsa-miR-513c-3p
hsa-mir-513c	0.11	0.22	0.11	NA	NA	MI0006649	MIMAT0005789	hsa-miR-513c-5p
hsa-mir-514b	0.07	0.12	0.05	NA	NA	MI0014251	MIMAT0015087	hsa-miR-514b-5p
hsa-mir-514b	0.07	0.12	0.05	NA	NA	MI0014251	MIMAT0015088	hsa-miR-514b-3p
hsa-mir-515-1	-0.07	0.21	0.28	NA	NA	MI0003144	MIMAT0002826	hsa-miR-515-5p
hsa-mir-515-1	-0.07	0.21	0.28	NA	NA	MI0003144	MIMAT0002827	hsa-miR-515-3p
hsa-mir-516b-1	0	0.32	0.32	NA	NA	MI0003172	MIMAT0002860_1	hsa-miR-516b-3p
hsa-mir-516b-1	0	0.32	0.32	NA	NA	MI0003172	MIMAT0002859_1	hsa-miR-516b-5p
hsa-mir-517c	-0.07	0.25	0.32	NA	NA	MI0003174	MIMAT0002866	hsa-miR-517c-3p
hsa-mir-518a-1	0.01	0.34	0.33	NA	NA	MI0003170	MIMAT0002863	hsa-miR-518a-3p
hsa-mir-518a-1	0.01	0.34	0.33	NA	NA	MI0003170	MIMAT0005457	hsa-miR-518a-5p
hsa-mir-518d	-0.01	0.02	0.03	NA	NA	MI0003171	MIMAT0005456	hsa-miR-518d-5p
hsa-mir-518d	-0.01	0.02	0.03	NA	NA	MI0003171	MIMAT0002864	hsa-miR-518d-3p
hsa-mir-519b	-0.04	0.1	0.14	NA	NA	MI0003151	MIMAT0002837	hsa-miR-519b-3p
hsa-mir-519b	-0.04	0.1	0.14	NA	NA	MI0003151	MIMAT0005454	hsa-miR-519b-5p
hsa-mir-519c	0.04	0.32	0.28	NA	NA	MI0003148	MIMAT0002832	hsa-miR-519c-3p
hsa-mir-519c	0.04	0.32	0.28	NA	NA	MI0003148	MIMAT0002831	hsa-miR-519c-5p
hsa-mir-519e	0.01	0.04	0.03	NA	NA	MI0003145	MIMAT0002829	hsa-miR-519e-3p
hsa-mir-519e	0.01	0.04	0.03	NA	NA	MI0003145	MIMAT0002828	hsa-miR-519e-5p
hsa-mir-520c	0.01	0.21	0.21	NA	NA	MI0003158	MIMAT0002846	hsa-miR-520c-3p
hsa-mir-520c	0.01	0.21	0.21	NA	NA	MI0003158	MIMAT0005455	hsa-miR-520c-5p
hsa-mir-520d	-0.14	0.27	0.41	NA	NA	MI0003164	MIMAT0002856	hsa-miR-520d-3p
hsa-mir-520d	-0.14	0.27	0.41	NA	NA	MI0003164	MIMAT0002855	hsa-miR-520d-5p
hsa-mir-520e	0.11	0.21	0.11	NA	NA	MI0003143	MIMAT0002825	hsa-miR-520e-3p
hsa-mir-520e	0.11	0.21	0.11	NA	NA	MI0003143	MIMAT0037324	hsa-miR-520e-5p
hsa-mir-520f	0.06	0.36	0.3	NA	NA	MI0003146	MIMAT0026609	hsa-miR-520f-5p
hsa-mir-520f	0.06	0.36	0.3	NA	NA	MI0003146	MIMAT0002830	hsa-miR-520f-3p
hsa-mir-521-1	0.07	0.19	0.12	NA	NA	MI0003176	MIMAT0002854_1	hsa-miR-521
hsa-mir-523	0	0.15	0.14	NA	NA	MI0003153	MIMAT0002840	hsa-miR-523-3p
hsa-mir-523	0	0.15	0.14	NA	NA	MI0003153	MIMAT0005449	hsa-miR-523-5p
hsa-mir-524	0.01	0.12	0.11	NA	NA	MI0003160	MIMAT0002850	hsa-miR-524-3p
hsa-mir-524	0.01	0.12	0.11	NA	NA	MI0003160	MIMAT0002849	hsa-miR-524-5p
hsa-mir-526a-1	-0.01	0.01	0.02	NA	NA	MI0003157	MIMAT0037326	hsa-miR-526a-3p
hsa-mir-526a-1	-0.01	0.01	0.02	NA	NA	MI0003157	MIMAT0002845	hsa-miR-526a-5p
hsa-mir-527	-0.03	0.35	0.37	NA	NA	MI0003179	MIMAT0002862	hsa-miR-527
hsa-mir-544b	0.07	0.09	0.02	NA	NA	MI0014159	MIMAT0015004	hsa-miR-544b
hsa-mir-548a-1	0	0	0	NA	NA	MI0003593	MIMAT0003251	hsa-miR-548a-3p
hsa-mir-548a-3	0.09	0.11	0.02	NA	NA	MI0003612	MIMAT0004803	hsa-miR-548a-5p
hsa-mir-548aa-1	0	0	0	NA	NA	MI0016689	MIMAT0018447_1	hsa-miR-548aa
hsa-mir-548c	0	0	0	NA	NA	MI0003630	MIMAT0003285	hsa-miR-548c-3p
hsa-mir-548c	0	0	0	NA	NA	MI0003630	MIMAT0004806	hsa-miR-548c-5p
hsa-mir-548g	0	0	0	NA	NA	MI0006395	MIMAT0022722	hsa-miR-548g-5p
hsa-mir-548g	0	0	0	NA	NA	MI0006395	MIMAT0005912	hsa-miR-548g-3p
hsa-mir-548h-1	0	0	0	NA	NA	MI0006411	MIMAT0005928	hsa-miR-548h-5p
hsa-mir-548h-4	0	0	0	NA	NA	MI0006414	MIMAT0022723	hsa-miR-548h-3p
hsa-mir-548i-1	0	0	0	NA	NA	MI0006421	MIMAT0005935	hsa-miR-548i
hsa-mir-548l	0	0.2	0.2	NA	NA	MI0006361	MIMAT0005889	hsa-miR-548l
hsa-mir-548m	0	0	0	NA	NA	MI0006400	MIMAT0005917	hsa-miR-548m
hsa-mir-548n	0.07	0.14	0.07	NA	NA	MI0006399	MIMAT0005916	hsa-miR-548n
hsa-mir-548p	0	0	0	NA	NA	MI0006420	MIMAT0005934	hsa-miR-548p
hsa-mir-548u	0.01	0.01	0	NA	NA	MI0014168	MIMAT0015013	hsa-miR-548u
hsa-mir-548w	0.01	0.01	0	NA	NA	MI0014222	MIMAT0015060	hsa-miR-548w
hsa-mir-548x	0.07	0.07	0	NA	NA	MI0014244	MIMAT0022733	hsa-miR-548x-5p
hsa-mir-548x	0.07	0.07	0	NA	NA	MI0014244	MIMAT0015081_1	hsa-miR-548x-3p
hsa-mir-548y	-0.31	0.2	0.5	NA	NA	MI0016595	MIMAT0018354	hsa-miR-548y
hsa-mir-548z	0	0	0	NA	NA	MI0016688	MIMAT0018446	hsa-miR-548z
hsa-mir-550b-1	0.06	0.06	0	NA	NA	MI0016686	MIMAT0022737	hsa-miR-550b-2-5p
hsa-mir-550b-1	0.06	0.06	0	NA	NA	MI0016686	MIMAT0018445	hsa-miR-550b-3p
hsa-mir-553	0	0	0	NA	NA	MI0003558	MIMAT0003216	hsa-miR-553
hsa-mir-554	0.01	0.01	0	NA	NA	MI0003559	MIMAT0003217	hsa-miR-554
hsa-mir-555	0.09	0.09	0	NA	NA	MI0003561	MIMAT0003219	hsa-miR-555
hsa-mir-557	0	0	0	NA	NA	MI0003563	MIMAT0003221	hsa-miR-557
hsa-mir-558	0	0	0	NA	NA	MI0003564	MIMAT0003222	hsa-miR-558
hsa-mir-559	0.2	0.32	0.12	NA	NA	MI0003565	MIMAT0003223	hsa-miR-559
hsa-mir-562	0	0	0	NA	NA	MI0003568	MIMAT0003226	hsa-miR-562
hsa-mir-563	0	0	0	NA	NA	MI0003569	MIMAT0003227	hsa-miR-563
hsa-mir-564	0.05	0.14	0.09	NA	NA	MI0003570	MIMAT0003228	hsa-miR-564
hsa-mir-567	0.02	0.02	0	NA	NA	MI0003573	MIMAT0003231	hsa-miR-567
hsa-mir-568	0	0	0	NA	NA	MI0003574	MIMAT0003232	hsa-miR-568
hsa-mir-569	0	0	0	NA	NA	MI0003576	MIMAT0003234	hsa-miR-569
hsa-mir-571	0	0	0	NA	NA	MI0003578	MIMAT0003236	hsa-miR-571
hsa-mir-572	0.15	0.18	0.02	NA	NA	MI0003579	MIMAT0003237	hsa-miR-572
hsa-mir-573	0.29	0.31	0.02	NA	NA	MI0003580	MIMAT0003238	hsa-miR-573
hsa-mir-575	0	0	0	NA	NA	MI0003582	MIMAT0003240	hsa-miR-575
hsa-mir-578	-0.06	0.28	0.34	NA	NA	MI0003585	MIMAT0003243	hsa-miR-578
hsa-mir-583	0	0	0	NA	NA	MI0003590	MIMAT0003248	hsa-miR-583
hsa-mir-586	0	0.01	0.01	NA	NA	MI0003594	MIMAT0003252	hsa-miR-586
hsa-mir-587	0	0	0	NA	NA	MI0003595	MIMAT0003253	hsa-miR-587
hsa-mir-588	0.12	0.19	0.07	NA	NA	MI0003597	MIMAT0003255	hsa-miR-588
hsa-mir-591	0	0	0	NA	NA	MI0003603	MIMAT0003259	hsa-miR-591
hsa-mir-593	0.01	0.01	0	NA	NA	MI0003605	MIMAT0003261	hsa-miR-593-5p
hsa-mir-593	0.01	0.01	0	NA	NA	MI0003605	MIMAT0004802	hsa-miR-593-3p
hsa-mir-595	0	0	0	NA	NA	MI0003607	MIMAT0003263	hsa-miR-595
hsa-mir-596	-0.01	0.03	0.03	NA	NA	MI0003608	MIMAT0003264	hsa-miR-596
hsa-mir-599	0.08	0.21	0.13	NA	NA	MI0003611	MIMAT0003267	hsa-miR-599
hsa-mir-601	0	0	0	NA	NA	MI0003614	MIMAT0003269	hsa-miR-601
hsa-mir-602	0.02	0.02	0	NA	NA	MI0003615	MIMAT0003270	hsa-miR-602
hsa-mir-603	0.02	0.05	0.03	NA	NA	MI0003616	MIMAT0003271	hsa-miR-603
hsa-mir-604	0	0	0	NA	NA	MI0003617	MIMAT0003272	hsa-miR-604
hsa-mir-606	0.01	0.01	0	NA	NA	MI0003619	MIMAT0003274	hsa-miR-606
hsa-mir-608	0	0	0	NA	NA	MI0003621	MIMAT0003276	hsa-miR-608
hsa-mir-609	0.02	0.02	0	NA	NA	MI0003622	MIMAT0003277	hsa-miR-609
hsa-mir-610	0	0.02	0.01	NA	NA	MI0003623	MIMAT0003278	hsa-miR-610
hsa-mir-611	0.05	0.13	0.09	NA	NA	MI0003624	MIMAT0003279	hsa-miR-611
hsa-mir-612	0.16	0.25	0.1	NA	NA	MI0003625	MIMAT0003280	hsa-miR-612
hsa-mir-613	0	0	0	NA	NA	MI0003626	MIMAT0003281	hsa-miR-613
hsa-mir-614	0.12	0.13	0.01	NA	NA	MI0003627	MIMAT0003282	hsa-miR-614
hsa-mir-617	0	0.02	0.02	NA	NA	MI0003631	MIMAT0003286	hsa-miR-617
hsa-mir-619	0	0	0	NA	NA	MI0003633	MIMAT0026622	hsa-miR-619-5p
hsa-mir-619	0	0	0	NA	NA	MI0003633	MIMAT0003288	hsa-miR-619-3p
hsa-mir-620	0	0	0	NA	NA	MI0003634	MIMAT0003289	hsa-miR-620
hsa-mir-621	0.04	0.06	0.02	NA	NA	MI0003635	MIMAT0003290	hsa-miR-621
hsa-mir-622	0.04	0.04	0	NA	NA	MI0003636	MIMAT0003291	hsa-miR-622
hsa-mir-623	-0.02	0.01	0.03	NA	NA	MI0003637	MIMAT0003292	hsa-miR-623
hsa-mir-626	0	0	0	NA	NA	MI0003640	MIMAT0003295	hsa-miR-626
hsa-mir-630	0.02	0.02	0	NA	NA	MI0003644	MIMAT0003299	hsa-miR-630
hsa-mir-631	0.01	0.01	0	NA	NA	MI0003645	MIMAT0003300	hsa-miR-631
hsa-mir-633	0	0	0	NA	NA	MI0003648	MIMAT0003303	hsa-miR-633
hsa-mir-634	0	0	0	NA	NA	MI0003649	MIMAT0003304	hsa-miR-634
hsa-mir-635	0.01	0.01	0	NA	NA	MI0003650	MIMAT0003305	hsa-miR-635
hsa-mir-637	0	0	0	NA	NA	MI0003652	MIMAT0003307	hsa-miR-637
hsa-mir-638	0	0	0	NA	NA	MI0003653	MIMAT0003308	hsa-miR-638
hsa-mir-640	-0.01	0	0.01	NA	NA	MI0003655	MIMAT0003310	hsa-miR-640
hsa-mir-642b	0.03	0.14	0.11	NA	NA	MI0016685	MIMAT0018444	hsa-miR-642b-3p
hsa-mir-642b	0.03	0.14	0.11	NA	NA	MI0016685	MIMAT0022736	hsa-miR-642b-5p
hsa-mir-645	0	0	0	NA	NA	MI0003660	MIMAT0003315	hsa-miR-645
hsa-mir-646	0	0	0	NA	NA	MI0003661	MIMAT0003316	hsa-miR-646
hsa-mir-647	0.01	0.02	0.01	NA	NA	MI0003662	MIMAT0003317	hsa-miR-647
hsa-mir-648	0	0	0	NA	NA	MI0003663	MIMAT0003318	hsa-miR-648
hsa-mir-649	0	0	0	NA	NA	MI0003664	MIMAT0003319	hsa-miR-649
hsa-mir-650	0.01	0.01	0	NA	NA	MI0003665	MIMAT0003320	hsa-miR-650
hsa-mir-657	0.01	0.01	0	NA	NA	MI0003681	MIMAT0003335	hsa-miR-657
hsa-mir-661	0	0	0	NA	NA	MI0003669	MIMAT0003324	hsa-miR-661
hsa-mir-662	0.05	0.05	0	NA	NA	MI0003670	MIMAT0003325	hsa-miR-662
